nome_arquivo,x_face,y_face,w_face,h_face,porcentagem_preto,max_preto_linha,preto_borda_superior,preto_borda_inferior,cores_pretas,cor1_media,cor2_media,cor3_media,texto_extraido,quantidade_palavras,proibido,plastificar
aug_cnh_011.jpg,182.0,300.0,124.0,124.0,5.2,81.44,17.19,0.7,1,238.33,248.67,99.67,Republica Federativa Do BRasil tro Dos trsrorie BR Secreiari acional De 7ransno Carteira NaCiONAl De habiUtAÇiO /DrieRUCense / Perhiso Deconouccion Quw Mnue Voaek Gre 2onp Cnnn 00sF0is Cs Si8Jiff Su60 s Ssassin 1 Aaasileiat aa) ! 1 Arthur Asrwues Conyme Ares 1 Uoaanliii | Reioin kliie M; Mafaine MINAS GERAIS,50,0,0
aug_cnh_012.jpg,61.0,77.0,89.0,89.0,7.73,39.16,4.13,3.94,2,238.67,245.33,13.67,1 7 1 1   II < 8 1 1 1 201 1 Ii 11 1 ' 5 Hk H 1 ; p 2 1 5 ; ià ; 2 3 # | 8 !  1 ; ; 0062992562 0062992562 Ivnoijvk oiuoliuu3l 0 0001 WJ VOIJVA,45,0,0
aug_cnh_013.jpg,37.0,92.0,90.0,90.0,7.43,15.43,6.09,7.57,2,237.33,242.33,26.33,"1 62 1 1 "" 9 1 9 1 1 J % 1 1 8: ' { 1 2 1 1 5 1 8 1 1 8 HJLL | ; 1 9 { 8; 8i , M Le | 1",40,0,0
aug_cnh_014.jpg,,,,,4.08,22.17,4.43,1.55,1,231.33,235.67,212.33,Valida Em Todo 0 Territorio NACioNAl 2662900 2952662900 ; 1 1 6 8 2 14 2 F 2 : II 1 2 5 O 1 @ 1 1 [ 1 1 [ 1 | 1 1 2 1 { 1 1 1 F ; 2 | 1 1 1 1 1 1 1 1 1 1,56,0,0
aug_cnh_015.jpg,178.0,297.0,131.0,131.0,8.12,81.98,18.49,1.82,2,238.67,247.67,14.33,"REPÚBLICA FEDERATIVA Do BRASIL ministerio Dos TRANSPORTES BR S ECRETARia Nacional DE TRAnSito carteira nacional de Habilitaçio / DRIVERLICENSE / PERMISO DE ConDUCCIÓN Nomee SoBReNOME HABILTAÇ^O Dra. Sabrina Caldeira Daia Localeufdenascimevio 12/02/1997 da Mota DaiAeuissao Validade 26/05/2019 23/05/2029 1 DOC [DENTIDADE / ORG eVissor / Ue 94.603.863-4IFP 4d [PF N? REGISTRO e 857.049.631-10 86827109155 1 NacionAlIDADE BRASILEIRO(A) FiLIAÇAO 1 1 Anthony Gomes Larissa Moura 1 YakrtneBakkiro Assinaiurado poriador ACC E Ee OBSERVAÇOES AssinaADO DICITALMENTE DePaRIAMENIO {SIADUAl IRasuo LOCAL 4336+407081 1 BELO HORIZONTE, MG MG681606770 MINAS GERAIS",86,0,0
aug_cnh_016.jpg,167.0,287.0,150.0,150.0,6.31,61.25,18.4,1.52,0,226.33,228.33,235.33,REPÚBUCA feugrativa do @RASii Eruo85 oar Carteira aacional d5 habhlhtacio /orhverzicense {PerMiso De Cowpucchón {ois 8a Mota {sho798 {278725 {09/10/2029 L:sss+z_*Fc {22.570.455-32 83234873941 6 1 | Eryan Flinenia Pisira Borgos 1 e 1 1 MINAS GERAIS,36,0,0
aug_cnh_017.jpg,161.0,284.0,164.0,164.0,7.88,72.49,47.73,0.38,2,238.33,242.67,163.67,"Do BRASIL Bh PORTES Dos Nacional DE Ria DEmABiltAçio / DRIERUICEKSE / PERMISO DEC MabiutAÇ^O carteiranacional D 261 SoBR[NOME Joao Sousa ZoCalF UF De NASCIMENTO DaIA RJ 03/05/1974 Farios VaLIQAD DAIA {Vissao 18/01/2024 15/01, DOC ioENtIDADE / ÓRG EMisSOR / UE 1 89.519.517-7DETRAN To MC PEGLSTRO CAT MAB 4d [Pe 651.783.240-80 05436815465 1 BRASILEIROKA) fillacko : 1 Otto Melo 5 Moriane Freitos 1 cac Yousa assinaturaDo poriador ACC Cie 0ie ObservaÇoes ; FEDERATIVA REPÚBLICA TRans TRansito ministerio ConDUCCIÓN SecReta Noee ACC 1/2034",82,0,0
aug_cnh_018.jpg,170.0,290.0,145.0,145.0,7.63,81.98,18.49,1.82,2,238.67,248.67,151.0,"REPÚBLICA FEDERATIVA Do BRASIL ministerio Dos TRANSPORTES BR SECRETARia Nacional DE TRAnSito carteira nacional de Habilitaçio / DRIVERLICENSE / PERMISO DE ConDUCCIÓN Nomee SoBReNOME HABILTAÇ^O Eloa Siqueira Daia [ocaleufdenascimevio 10/09/1999 Mendes Daiaevissac VAlidade 08/07/2024 06/07/2034 1 DoCioeniDADEhorgenissor(UE 35.589.771-SPC 4d [PF NPEGistpo e 420.518.637-17 15353107804 1 NacionAlIDADE BRASILEIRO(A) FiLIAÇAO 1 1 Otto Costela Julia Guerra 1 Sloa iqucira AssinaiuraDo PoriaDoR ACC Ee OBSERVAÇOES AssinaADO DICITALMENTE DePaRIAMENIO {SIADUAl IRasuo LOCAL 4336+407081 1 BELO HORIZONTE, MG MG681606770 MINAS GERAIS",76,0,0
aug_cnh_019.jpg,,,,,4.45,62.87,0.14,41.0,0,247.33,244.67,160.0,"SIVà39 SVNIW oeogovisosw 21 71nozinoho0]""]  auamonsono Vroaoarntos 5109vaaiho ""001o Oonbsy oquopuen Diydos o0 ouod Kuouiuy 2 1 Slzyiiyzlly Yo-Szi*846Yos Uhn ganoraen Nà USSS-Sly 569*76 ""055in19*0 / POrOlN101 200 9z0z/90/y2 910z/90/92 varaine onsiniriro Ua Ins OP neuqy 2161/0/zo @nosrnno 7ooivivo ( Oroyinu 0091 100vinnos/nov 91)nano) 30 0SiMi3d / 35N3217 *3A*0 / O!óYL/IBYH 30 TYNOIDWYàIZIXK) O1isnyà 1 70 Zynoizvn Y1av17*das 49 Sjidojsnva1 so0 oi*J1iniw ""sva8 00 Vanivdioga""s'and]d Gof oun1",67,0,0
aug_cnh_020.jpg,,,,,3.06,21.29,1.48,1.21,0,238.33,243.67,164.0,"Valida Em Todo 0 Territorio Macional 2662900 2952662900 { [ 5 1 0 EEN 6 7 "" { 1 8 3 6 5 1 1 1 1 í ; 1 1 1 1 8 [ 1 1 | 1 1 ; 1",42,0,0
aug_cnh_021.jpg,618.0,213.0,52.0,52.0,11.22,44.92,5.41,6.14,2,211.33,222.0,7.0,"Valida EM Todo 0 TerritÓrio MACIoNAL 2952662900 2952662900 ; 8 # 1 1 | & 7 1 JIn 1 2 1 1 ;2 1 8 UI 4 HFR 1 1 : 1 ; 1[ ; | { HI 5 1: 1 7 1  2 [ 5 "" 1 II | 4 1 L 95",54,0,0
aug_cnh_022.jpg,171.0,295.0,142.0,142.0,7.12,57.45,18.95,1.63,0,220.33,222.33,223.0,"PEPUBLICA Federativa Do Brasil 887 TE ""tusata Carteiranacional @e Fabilitacid / drner Zicense 7 PeRMSO De COvouCÇIón [saonne_ der Neres {25/07/1962 Conlelo; dosSul {05/07/2924 7{2s/08/205F [:zces-2552 {732518498_5 | Joco da Cunho 3 Moya Abrou [ 5 1 MINAS GERAIS (2C864855 Lsrs",41,0,0
aug_cnh_023.jpg,160.0,377.0,207.0,207.0,10.46,89.57,39.65,1.84,2,222.33,228.33,85.67,REPÚBLICA FEDERATIVA DO BRASIL ministerio Dos TRanSPORTES B SECRETARia Nacional DE Transito carteira nacional de Habiltaçio / DRIVER License / Perhiso DECONE 2 € 1 NOME E SOBReNOME Raquel da Rocho 3 DAIA LOCA] UF De Nascimento SC 06/03/1963 Vieiro 4b Valiqade Data 29/06/2026 (o1/07 identidadE ORG EMIsSOR 4C DOC RO 79.536.491-1SSP 4d (PF 1415.962. [Gustavo Fogaca Costa Dra. Ana 2 d 0o ACC Cie Die {Vissao /2016 reGistbo 23897376374 037-06 1 naciomalidadE BRASILEIRO(A) Filiacko Cecilio 0 Rocho Raqudl 0 Poriador ASSiyAtUAA( ObservacOES,83,0,0
aug_cnh_024.jpg,178.0,293.0,133.0,133.0,6.08,53.66,17.42,1.57,0,225.67,227.33,235.67,"REpuBuca Floreativa Do 8,8451 CaRTEIANACIONAL Dehabiiiacho /orherlicemse {#erhsode co#nUecion {{Suinsrne_Cunhs Lez7se2z 5072; {{277972029 (@-ss {7538422149 }l:o2szss4cas _ Csi 1 Aoroa-calabo [ | MINAS GERAIS",24,0,0
aug_cnh_025.jpg,873.0,557.0,93.0,93.0,4.97,16.21,3.27,3.17,0,227.67,229.0,227.0,taeeeeee ZaretRa8u 2952662985 2932662985 112182 1,6,0,0
aug_cnh_026.jpg,,,,,6.89,69.24,1.59,21.03,0,229.33,230.0,227.67,SIV839 SVNIW Omlsottfyet | 5 DlexaªL Dsq8y DoDboJ YDON Nowilusvdy II OLESS I ZSBZS 10-62{*918 +so 9d8-OSL'OSZ06 ~cai Pfa rsoz/vo/05 rzoz/so/zo oJiSAIIS 646V/io/s} snsef 4dydw N9L22n0N0)30 os1/*7d /35N72/7*7A/*0 / ovsvuigvh 30 7NOI?YN Pyizixy) olisnv#1 10 7vnoijy 4215 s1l4ojs4441 500 88 5yaa 00 VA11v41g]] Vonnaoa3u,44,0,0
aug_cnh_027.jpg,174.0,296.0,136.0,136.0,4.63,81.71,17.35,0.07,1,253.0,247.33,42.33,"REPÚBLICA FEDERATIVA Do BRASIL ministerio Dos TRANSPORTES BR S ECRETARia Nacional DE TRansito carteira nacional de Habiltaçio / DRIVER LICENSE / PERMISO DE Conducción NoMee SOBRENOME Madinitacao Joao Gabriel Rezende DAIA [Ocal { Uf De Nascimenio 28/01/1979 Rocha de do Curitfà Daiaevissac Validade 21/08/2021 19/08/2031 1 DoCioenDADE ORG EWISSOR / UF 82.158.260-OIPF Ed [PF oagigipo ee 128.567.309- 53650821 1 Nacionalidade BRASILEIRO(A) FILIACAO : 1 Sr. Ryan da Paz 5 Vitoria Novaes 1 SabrilSozendk Assiyaiura Do poriador 92 7o7 OBSERVAÇOES Assinado DicIALMENTE VePknauolun Tpksuo LoCai 43361107081 1 BELO HORIZONTE, MG ue 606770 MINAS GERAIS",93,0,0
aug_cnh_028.jpg,61.0,76.0,88.0,88.0,7.58,39.36,4.14,3.92,2,231.33,240.67,166.67,1 1 5 1 1   II  2f 1 1 1 g0 5 1 78  8 1 p 1 ' 2 1 1 88 | [ I 8 1 2 88 3  1 IL 1 1 1 ; ; 0062992562 0062992562 Ivnoiavk oiuoliuu3l 0 0001 WJ VOIIVA 1,47,0,0
aug_cnh_029.jpg,181.0,300.0,126.0,126.0,6.55,53.93,17.51,1.55,0,226.0,227.33,235.67,"Repuglica Federafiva Do GRas} Carteira Kac7onal Dekabhlhincao /drnerracense {#Erxiiso DE €OnDuCción Larce_S2ua2 {31/os/1978 Corvain {22/95/2022 012s/04/2032 {56.525.696-7ire (""12222 42160568334 1 | caron csvornona 2 # | MINAS GERAIS C9 {Lucas",30,0,0
aug_cnh_030.jpg,167.0,287.0,151.0,151.0,6.31,81.98,18.2,1.52,2,221.33,229.67,28.67,"REPÚBLICA FEDERATIVA Do BRASIL ministerio Dos TRANSPORTES BR SECRETARia Nacional DE TRanSito carteiranacIonal DE HABILITAÇÃO / DRIVERLICENSE / PERMISO DE ConDUCCIÓN Nomee SoBReNOME Kadiuitacao Pedro Henrique Correia Daia Localeufdenascimevio 25/12/1959 Castro das Flores Daiaeuissac Validade 06/08/2018 03/08/2028 1 DoCiDeNDADEHorgenissor(UE 30.872.727-OPC AdGPC NC Pegistpo e 1 531.902.684-60 88605454546 NacionALIDADE BRASILEIRO(A) FILIAÇAO 1 1 Nicolas Melo Kamilly  Pinto 1 Pedbe tn AssinaiuraDo poriador ACC Ee OBSERVAÇOES AssinADO DIGITALMENTE DePaRIAMENIO {SIADUAL IRAsuo LOCAL 4336+407081 1 BELO HORIZONTE, MG MC681606770 MINAS GERAIS Xnr",79,0,0
aug_cnh_031.jpg,172.0,288.0,140.0,140.0,6.45,53.93,19.29,1.61,0,225.33,227.0,235.67,cmeertsiezc t Be 62 @== @2 | 1 | JNAS GERAIS,11,0,0
aug_cnh_032.jpg,17.0,36.0,126.0,126.0,8.68,19.43,9.58,4.59,2,237.33,243.0,15.0,"05 1 1 1 | [ 1 8 1 1 J 8 | 5 9 [ 2 | , ; 1 1! 1 ; 1 1 1 1 ; 41 8; ; í 8 4 [ 2 IL 1 1 0067997562 1 1 5 00629",45,0,0
aug_cnh_033.jpg,147.0,243.0,178.0,178.0,7.88,76.02,50.83,0.23,1,238.0,239.67,14.67,REPÚBLICA FEDERATIVA B RASIL ministERi0 Dos TRASSprRxesto S ECRETaRiA Nacional TRans NACIONAL DE HABILITAÇÃO / DRIVER LICENSE / PERMISO DE CON CARTEIRA ! 1 NoMe[ SobREnoMe Luiso Sllveira ZoCMeUf De Nascimento DAIa Nogueira de Goios RS 21/12/1998 4b Valilade DaTA EVIssao 08/07/2032 (;/07/2022 4 Docioentidade  ORG DISSOR / PPR 27_ 578-6IiRGD 5 N REGiSTRD 4d CPf 21911547026 495.062.187 _49 NaCIONALIDADE BRASILEIROWN FILUGO Vicente Fonseco Pietra Marques Yuoa Yilucira ASSimatura Do PorTADOR Cie De DIE Do 0E 826. 1 ACC OBSerVACoes DiGITALNENTI AssinADo {Siadu  Deparianenio 43304407081 7c68160o7o,86,0,0
aug_cnh_034.jpg,176.0,298.0,133.0,133.0,8.33,81.98,18.49,1.82,2,238.33,247.33,18.0,"REPÚBLICA FEDERATIVA Do BRASIL ministerio Dos TRANSPORTES BR S ECRETARia Nacional DE TRAnSito carteira nacional de Habilitaçio / DRIVERLICENSE / PERMISO DE ConDUCCIÓN Nomee SoBReNOME HABILTAÇ^O Lara Costela Daia Localeufdenascimevio 02/05/1984 Pires Grande DaiAeuissac Validade 29/03/2020 27/03/2030 1 DoCioeniDADEhorgevissor(UE 12.170.706 DETRAN 4d CPF NPEGistpo e 851.397.620-21 70054323341 1 NacionAlIDADE BRASILEIRO(A) FiLIAÇAO 1 1 Joao Gabriel Andrade Ana Luiza Peixoto 1 YamaBoslela Assiyatura Do poriador ACC Ee OBSERVAÇOES AssinaADO DICITALMENTE DePaRIAMENIO {SIADUAl IRasuo LOCAL 4336+407081 1 BELO HORIZONTE, MG MG681606770 MINAS GERAIS",81,0,0
aug_cnh_035.jpg,175.0,293.0,134.0,134.0,3.8,81.03,16.2,0.0,1,252.33,237.67,38.67,republica Federativa do BrasIl Iisterio D0sWiaspo2es BR SecreannMacional Oeuasio CuHNf nconrnnE '#saqA Caoinv Aves 524848 9Cune 936985 20829 522 42401 9278 {542 : 7 8 2 3 ; ;  ã MINAS GERAIS 2,33,0,0
aug_cnh_036.jpg,182.0,302.0,123.0,123.0,8.17,81.98,18.49,1.82,2,238.67,248.33,13.67,"REPÚBLICA FEDERATIVA Do BRASIL ministerio Dos TRANSPORTES BR S ECRETARia Nacional DE TRAnSito carteira nacional de Habilitaçio / DRIVERLICENSE / PERMISO DE ConDUCCIÓN Nomee SoBReNOME HABILTAÇ^O Jose Miguel Souza Daia Localeufdenascimevio 26/10/1978 Gomes Daiaeuissac VAlidade 01/08/2021 30/07/2031 1 DoCioeniDADEhorgenissor (UE 78.179.192-9IPF NPegistpo e 357.610.924-25 57338582756 1 NacionAlIDADE BRASILEIRO(A) FiLIAÇAO 1 1 Matheus Moreira Eduarda Pereira 1 AssinaiuraDo PoriaDoR ACC Ee OBSERVAÇOES AssinaADO DICITALMENTE DePaRIAMENIO {SIADUAl IRasuo LOCAL 4336+407081 1 BELO HORIZONTE, MG MG681606770 MINAS GERAIS d CPY Jone",78,0,0
aug_cnh_037.jpg,873.0,556.0,92.0,92.0,5.21,17.48,3.4,3.32,1,238.33,244.33,158.0,Valida EM Todo Tenhitokio Kaciomal 2952662900 2952662900 5f V 1 81 1 1 1 H 1 7 { I 5 I { 8 1 2 1 ; { 8 ? 1 2 1 8 1 1 H 1 1 0,40,0,0
aug_cnh_038.jpg,171.0,291.0,142.0,142.0,3.12,34.96,8.94,0.67,0,229.0,228.33,237.0,"Rerughesfederativa Do #Rasil 'Chprewrasaciokal 2e ""abilxtacie ;Drevss Eecesse;PerhhisotecuVeuechw 20o5/1985v2roos [20/05/2024 Juee |a4 852.56028IPGG {07s46125-5 38528498978 1 1 MANAS GERAIS EeShe",20,0,0
aug_cnh_039.jpg,61.0,75.0,91.0,91.0,2.93,10.25,2.15,2.01,0,232.33,231.67,236.0,1 0062993562 006299286* eh#is 08u04unag 0 8mn4 W7 War}ra,9,0,0
aug_cnh_040.jpg,874.0,557.0,91.0,91.0,7.38,39.65,3.74,4.24,2,238.33,245.67,13.0,"Valida EM Todo 0 TerritÓrio NACIoNAL 2952662900 2952662900 1 1 1 1 H 2 1 1 A/ "" 8 5 1 : ; 1 1 JERER 5 2 H ; 1 4l ;: 1 9 1 1 1 II | 5 1 L 89 1 1",46,0,0
aug_cnh_041.jpg,178.0,298.0,130.0,130.0,12.44,100.0,35.11,2.89,2,177.33,192.0,175.0,"REPÚBLICA FEDERATIVA DO BRASIL MinisteRio Dos TRANSPORTES BR 5 EC RETARia NacionaL DE TRANSito carteiranacional De HabilITAçho / DRIVERLICENSE / PERMISO DE CoNDUCCIÓN Nomee SobREnoME KABIUTAÇAO Vinicius da Paz 3 Daia Localeuf denascimenio 19/12/1992 das Neves Daiaeuissac 46Yalidade 31/10/2018 28/10/2028 1 DocioeniidadehorgenissorAUe 85.459.576~8SSP 4d CPF 'N"" REGISTRO e 1 072.891.634-78 1090509530 NACIONALIDADE BRASILEIRO(A) FILIAÇIO 1 | Caio Cunha Clarice Porto 1 Uiniciuo d0 Assinaturadoporiador ACC E Ee 5 5 OBSERVAÇOES ASSINADO DIGITALMENTE DgpariangnioesiADua IRasuo LOCAL 43364407081 | BELO HORIZONTE, MG MG681606770 MINAS GERAIS Par",84,0,0
aug_cnh_042.jpg,154.0,169.0,183.0,183.0,3.48,24.39,16.95,0.47,0,225.33,225.33,225.33,"Ccue ""o BR 03 1 [x2s . 0 @ 1 018-35 1 [ 1 ~asil HAbiltacdo / DRIVERLICENSE/ [Bruno Rornor I PErMISO DE ConoUCCIÓN 117/01/1961 Siqvviro 3/03/2017 106/03/2027 2411- ~9PC {3s4728  47453545466 1 Mrasiliron) (Oustovo Henriaus Fogaco Snia Cerolino Cosiro",40,0,0
aug_cnh_043.jpg,174.0,294.0,135.0,135.0,6.25,58.4,18.25,1.45,0,226.67,228.0,235.33,REPuBlica TedeRativa Do ARasil 2160a 08765 Tran Carteira nacionsl de Habxhfacao / dexver License } PerMiso DE CQMEUcCIón [Bernasrde_Goncalvss {04/11/1970 Gcacatvae {05/03/2016 7ls/os/2926 E5: {285.03974 ~50 28371263455 @n 1 1 Doat Abosids 2 5 | MINAS GERAIS,37,0,0
aug_cnh_044.jpg,177.0,297.0,131.0,131.0,2.98,34.55,9.64,0.44,0,229.67,228.67,236.33,8584u e Ceury Scewoitooce} 1 5 1 WWASGERAIS,8,0,0
aug_cnh_045.jpg,61.0,77.0,89.0,89.0,7.54,39.16,4.13,3.94,2,238.67,248.0,11.0,"1 1 7 1 |   II < 8 1 1 1 "" 8 ; 1 1 11  1 9 p 1 ' 2 1 1 88 gli 8L 8 1 g 1 2 3 # | , 1  1 ; 1 0062992562 0062992562 Ivnoijvk oiuoliuu3l 0 0001 WJ VOIJVA 1",50,0,0
aug_cnh_046.jpg,166.0,288.0,151.0,151.0,6.89,81.98,18.49,1.82,2,238.67,246.67,22.33,"REPÚBLICA FEDERATIVA Do BRASIL ministerio Dos TRANSPORTES BR S ECRETARia Nacional DE TRAnSito carteira nacional de Habilitaçio / DRIVERLICENSE / PERMISO DE ConDUCCIÓN NomeesobReNoME Mariutacao Bella Pimenta Daia Localeufdenascimevio 19/06/1998 Borges Daiaevissac VAlidade 08/10/2021 06/10/2031 1 DOC [DENTIDADE / ORGeVissor / Ue 17.426.429-7IPF N? REGISTRO e 702.394.615-25 52845860388 1 NacionAlIDADE BRASILEIRO(A) FiLIAÇAO 1 1 Dr. Thomas Monteiro Maria Julia Sousa 1 Bella Pimenla AssinaiuraDo PoriaDoR ACC Ee OBSERVAÇOES AssinaADO DICITALMENTE DePaRIAMENIO {SIADUAl IRasuo LOCAL 4336+407081 1 BELO HORIZONTE, MG MG681606770 MINAS GERAIS d CPY",84,0,0
aug_cnh_047.jpg,,,,,5.68,21.09,2.66,6.74,1,238.33,231.33,156.0,valida EM Todo 0 TERRITÓRIO NACIONAL 2952662900 2952662900 5 8 | 3 é 5 9 1 8 8 5 8 5 I 2 5 1 1 1 4 1 1 1 1 5 1 | 1 { 1 2 # | 2 1 1 1 8 { 9 ; 1 1 1 1 | { ; 1 1 | 1,60,0,0
aug_cnh_048.jpg,168.0,287.0,149.0,149.0,5.44,81.98,17.94,0.6,2,253.67,247.67,170.67,"REPÚBLICA FEDERATIVA Do BRASIL ministeRio Dos TRANSPORTES BR S ECRETARia Nacional DE TRansito carteira nacional de habilitaçio / druver License / permiso De ConducciÓn Nomee SoBReNoME Madinitacao Caroline Machado DAIA [Ocal { UF De Nascimenio 27/10/1957 Campos de Pereira MS Daiaeuissac Yalidade 15/05/2022 12/05/2032 1 DoCioenudADE ORgevissor /UE 51.403.661-9 DETRAN Ad CPC YPegistpo oe 074.519.382-04 36957037753 1 Nacioualidade BRASILEIRO(A) FiLIAÇAO 1 1 Lucca Mendonca Isabella Lima 1 Carolinc Nachado Assiyaiura Do poriacor Ee 7o7 OBSERVAÇOES Assinado DicitaLMENTE VoPknaonusuuig 7paasuo LoCa 43361107081 1 BELO HORIZONTE, MG Mgbe 600770 MINAS GERAIS",89,0,0
